name,year,movie_rated,run_length,genres,release_date,rating,num_raters,num_reviews,review_url,country,rating_category,rating_with_category,movie_summary
Rocky II,1979,PG,1h 59min,Drama; Sport;,15 June 1979,7.3,185752,218,https://www.imdb.com/title/tt0079817/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Rocky II (1979) - Rating: 7.3
Rocky IV,1985,PG,1h 31min,Drama; Sport;,27 November 1985,6.9,181314,379,https://www.imdb.com/title/tt0089927/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.9 (Medium),Rocky IV (1985) - Rating: 6.9
Rocky III,1982,PG,1h 39min,Drama; Sport;,28 May 1982,6.8,168581,243,https://www.imdb.com/title/tt0084602/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.8 (Medium),Rocky III (1982) - Rating: 6.8
Talladega Nights: The Ballad of Ricky Bobby,2006,PG-13,1h 48min,Comedy; Sport;,4 August 2006,6.6,163181,476,https://www.imdb.com/title/tt0415306/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.6 (Medium),Talladega Nights: The Ballad of Ricky Bobby (2006) - Rating: 6.6
The Longest Yard,2005,PG-13,1h 53min,Comedy; Crime; Sport;,27 May 2005,6.4,158464,336,https://www.imdb.com/title/tt0398165/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.4 (Medium),The Longest Yard (2005) - Rating: 6.4
Blades of Glory,2007,PG-13,1h 33min,Comedy; Sport;,30 March 2007,6.3,154489,268,https://www.imdb.com/title/tt0445934/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.3 (Medium),Blades of Glory (2007) - Rating: 6.3
The Waterboy,1998,PG-13,1h 30min,Comedy; Sport;,6 November 1998,6.1,145024,334,https://www.imdb.com/title/tt0120484/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.1 (Medium),The Waterboy (1998) - Rating: 6.1
She's the Man,2006,PG-13,1h 45min,Comedy; Romance; Sport;,17 March 2006,6.3,142831,292,https://www.imdb.com/title/tt0454945/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.3 (Medium),She's the Man (2006) - Rating: 6.3
Unbroken,2014,PG-13,2h 17min,Biography; Drama; Sport;,25 December 2014,7.2,141389,429,https://www.imdb.com/title/tt1809398/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.2 (Medium),Unbroken (2014) - Rating: 7.2
Green Street Hooligans,2005,R,1h 49min,Crime; Drama; Sport;,9 September 2005,7.5,139282,402,https://www.imdb.com/title/tt0385002/reviews/_ajax?ref_=undefined&paginationKey=,UK,Medium,7.5 (Medium),Green Street Hooligans (2005) - Rating: 7.5
Foxcatcher,2014,R,2h 14min,Biography; Drama; Sport;,16 January 2015,7.0,131688,335,https://www.imdb.com/title/tt1100089/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.0 (Medium),Foxcatcher (2014) - Rating: 7.0
Rocky V,1990,PG-13,1h 44min,Drama; Sport;,16 November 1990,5.3,123555,305,https://www.imdb.com/title/tt0100507/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,5.3 (Medium),Rocky V (1990) - Rating: 5.3
Coach Carter,2005,PG-13,2h 16min,Biography; Drama; Sport;,14 January 2005,7.3,122248,237,https://www.imdb.com/title/tt0393162/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Coach Carter (2005) - Rating: 7.3
Any Given Sunday,1999,R,2h 42min,Drama; Sport;,22 December 1999,6.9,110159,466,https://www.imdb.com/title/tt0146838/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.9 (Medium),Any Given Sunday (1999) - Rating: 6.9
Caddyshack,1980,R,1h 38min,Comedy; Sport;,25 July 1980,7.3,102192,285,https://www.imdb.com/title/tt0080487/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Caddyshack (1980) - Rating: 7.3
Creed II,2018,PG-13,2h 10min,Drama; Sport;,21 November 2018,7.1,97820,764,https://www.imdb.com/title/tt6343314/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.1 (Medium),Creed II (2018) - Rating: 7.1
Never Back Down,2008,PG-13,1h 53min,Action; Drama; Sport;,14 March 2008,6.6,94170,190,https://www.imdb.com/title/tt1023111/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.6 (Medium),Never Back Down (2008) - Rating: 6.6
Ali,2001,R,2h 37min,Biography; Drama; Sport;,25 December 2001,6.8,91667,391,https://www.imdb.com/title/tt0248667/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.8 (Medium),Ali (2001) - Rating: 6.8
The Hurricane,1999,R,2h 26min,Biography; Drama; Sport;,14 January 2000,7.6,89663,280,https://www.imdb.com/title/tt0174856/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.6 (Medium),The Hurricane (1999) - Rating: 7.6
Bring It On,2000,PG-13,1h 38min,Comedy; Romance; Sport;,25 August 2000,6.0,84978,386,https://www.imdb.com/title/tt0204946/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.0 (Medium),Bring It On (2000) - Rating: 6.0
Here Comes the Boom,2012,PG,1h 45min,Action; Comedy; Sport;,12 October 2012,6.4,84309,134,https://www.imdb.com/title/tt1648179/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.4 (Medium),Here Comes the Boom (2012) - Rating: 6.4
Concussion,2015,PG-13,2h 3min,Biography; Drama; Sport;,25 December 2015,7.1,83455,194,https://www.imdb.com/title/tt3322364/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.1 (Medium),Concussion (2015) - Rating: 7.1
Goon,2011,R,1h 32min,Comedy; Drama; Sport;,24 February 2012,6.8,82574,165,https://www.imdb.com/title/tt1456635/reviews/_ajax?ref_=undefined&paginationKey=,Canada,Medium,6.8 (Medium),Goon (2011) - Rating: 6.8
42,2013,PG-13,2h 8min,Biography; Drama; Sport;,12 April 2013,7.5,81640,242,https://www.imdb.com/title/tt0453562/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.5 (Medium),42 (2013) - Rating: 7.5
Nacho Libre,2006,PG,1h 32min,Comedy; Sport;,16 June 2006,5.7,79678,487,https://www.imdb.com/title/tt0457510/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,5.7 (Medium),Nacho Libre (2006) - Rating: 5.7
Semi-Pro,2008,R,1h 31min,Comedy; Sport;,29 February 2008,5.8,77162,129,https://www.imdb.com/title/tt0839980/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,5.8 (Medium),Semi-Pro (2008) - Rating: 5.8
Days of Thunder,1990,PG-13,1h 47min,Action; Drama; Sport;,27 June 1990,6.0,76691,129,https://www.imdb.com/title/tt0099371/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.0 (Medium),Days of Thunder (1990) - Rating: 6.0
Kingpin,1996,PG-13,1h 54min,Comedy; Sport;,26 July 1996,6.9,75490,209,https://www.imdb.com/title/tt0116778/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.9 (Medium),Kingpin (1996) - Rating: 6.9
Hot Rod,2007,PG-13,1h 28min,Comedy; Sport;,3 August 2007,6.7,74811,194,https://www.imdb.com/title/tt0787475/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.7 (Medium),Hot Rod (2007) - Rating: 6.7
The Hustler,1961,Not Rated,2h 14min,Drama; Sport;,25 September 1961,8.0,73604,203,https://www.imdb.com/title/tt0054997/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.0 (High),The Hustler (1961) - Rating: 8.0
The Color of Money,1986,R,1h 59min,Drama; Sport;,17 October 1986,7.0,72250,140,https://www.imdb.com/title/tt0090863/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.0 (Medium),The Color of Money (1986) - Rating: 7.0
Chak de! India,2007,Not Rated,2h 33min,Drama; Sport;,10 August 2007,8.2,71335,112,https://www.imdb.com/title/tt0871510/reviews/_ajax?ref_=undefined&paginationKey=,India,High,8.2 (High),Chak de! India (2007) - Rating: 8.2
Seabiscuit,2003,PG-13,2h 20min,Drama; History; Sport;,25 July 2003,7.3,65167,468,https://www.imdb.com/title/tt0329575/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Seabiscuit (2003) - Rating: 7.3
"Run, Fat Boy, Run",2007,PG-13,1h 40min,Comedy; Romance; Sport;,28 March 2008,6.6,64800,151,https://www.imdb.com/title/tt0425413/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.6 (Medium),"Run, Fat Boy, Run (2007) - Rating: 6.6"
Invincible,2006,PG,1h 45min,Biography; Drama; Sport;,25 August 2006,7.1,64317,159,https://www.imdb.com/title/tt0445990/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.1 (Medium),Invincible (2006) - Rating: 7.1
Whip It,2009,PG-13,1h 51min,Drama; Sport;,2 October 2009,6.9,62820,129,https://www.imdb.com/title/tt1172233/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.9 (Medium),Whip It (2009) - Rating: 6.9
Children of Heaven,1997,PG,1h 29min,Drama; Sport;,22 January 1999,8.3,61338,183,https://www.imdb.com/title/tt0118849/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.3 (High),Children of Heaven (1997) - Rating: 8.3
Major League,1989,R,1h 47min,Comedy; Sport;,7 April 1989,7.2,60362,120,https://www.imdb.com/title/tt0097815/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.2 (Medium),Major League (1989) - Rating: 7.2
Trouble with the Curve,2012,PG-13,1h 51min,Drama; Sport;,21 September 2012,6.8,58790,191,https://www.imdb.com/title/tt2083383/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.8 (Medium),Trouble with the Curve (2012) - Rating: 6.8
Bhaag Milkha Bhaag,2013,Not Rated,3h 6min,Biography; Drama; Sport;,12 July 2013,8.2,58777,194,https://www.imdb.com/title/tt2356180/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.2 (High),Bhaag Milkha Bhaag (2013) - Rating: 8.2
Wimbledon,2004,PG-13,1h 38min,Comedy; Romance; Sport;,17 September 2004,6.3,58729,181,https://www.imdb.com/title/tt0360201/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.3 (Medium),Wimbledon (2004) - Rating: 6.3
Friday Night Lights,2004,PG-13,1h 58min,Action; Drama; Sport;,8 October 2004,7.2,57615,322,https://www.imdb.com/title/tt0390022/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.2 (Medium),Friday Night Lights (2004) - Rating: 7.2
Point Break,2015,PG-13,1h 54min,Action; Crime; Sport;,25 December 2015,5.3,56913,260,https://www.imdb.com/title/tt2058673/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,5.3 (Medium),Point Break (2015) - Rating: 5.3
The Replacements,2000,PG-13,1h 58min,Comedy; Sport;,11 August 2000,6.6,56892,269,https://www.imdb.com/title/tt0191397/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.6 (Medium),The Replacements (2000) - Rating: 6.6
Grudge Match,2013,PG-13,1h 53min,Comedy; Drama; Sport;,25 December 2013,6.4,56593,132,https://www.imdb.com/title/tt1661382/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.4 (Medium),Grudge Match (2013) - Rating: 6.4
We Are Marshall,2006,PG,2h 11min,Drama; Sport;,22 December 2006,7.1,56112,185,https://www.imdb.com/title/tt0758794/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.1 (Medium),We Are Marshall (2006) - Rating: 7.1
BASEketball,1998,R,1h 43min,Comedy; Sport;,31 July 1998,6.5,55800,211,https://www.imdb.com/title/tt0131857/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.5 (Medium),BASEketball (1998) - Rating: 6.5
Rudy,1993,PG,1h 54min,Biography; Drama; Sport;,22 October 1993,7.5,54400,185,https://www.imdb.com/title/tt0108002/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.5 (Medium),Rudy (1993) - Rating: 7.5
Chariots of Fire,1981,PG,2h 5min,Biography; Drama; Sport;,9 April 1982,7.2,52940,240,https://www.imdb.com/title/tt0082158/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.2 (Medium),Chariots of Fire (1981) - Rating: 7.2
The Legend of Bagger Vance,2000,PG-13,2h 6min,Drama; Fantasy; Sport;,3 November 2000,6.7,52493,278,https://www.imdb.com/title/tt0146984/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.7 (Medium),The Legend of Bagger Vance (2000) - Rating: 6.7
Win Win,2011,R,1h 46min,Comedy; Drama; Sport;,15 April 2011,7.1,52334,120,https://www.imdb.com/title/tt1606392/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.1 (Medium),Win Win (2011) - Rating: 7.1
Draft Day,2014,PG-13,1h 50min,Drama; Sport;,11 April 2014,6.8,52057,158,https://www.imdb.com/title/tt2223990/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.8 (Medium),Draft Day (2014) - Rating: 6.8
Lords of Dogtown,2005,PG-13,1h 47min,Biography; Drama; Sport;,3 June 2005,7.1,51181,206,https://www.imdb.com/title/tt0355702/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.1 (Medium),Lords of Dogtown (2005) - Rating: 7.1
The World's Fastest Indian,2005,PG-13,2h 7min,Biography; Drama; Sport;,24 March 2006,7.8,50954,260,https://www.imdb.com/title/tt0412080/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.8 (Medium),The World's Fastest Indian (2005) - Rating: 7.8
The Love Guru,2008,PG-13,1h 27min,Comedy; Romance; Sport;,20 June 2008,3.8,49662,286,https://www.imdb.com/title/tt0811138/reviews/_ajax?ref_=undefined&paginationKey=,USA,Low,3.8 (Low),The Love Guru (2008) - Rating: 3.8
Over the Top,1987,PG,1h 33min,Action; Drama; Sport;,13 February 1987,5.8,48899,155,https://www.imdb.com/title/tt0093692/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,5.8 (Medium),Over the Top (1987) - Rating: 5.8
Kickboxer,1989,R,1h 37min,Action; Sport; Thriller;,8 September 1989,6.5,48479,133,https://www.imdb.com/title/tt0097659/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.5 (Medium),Kickboxer (1989) - Rating: 6.5
The Benchwarmers,2006,PG-13,1h 25min,Comedy; Sport;,7 April 2006,5.5,47394,226,https://www.imdb.com/title/tt0437863/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,5.5 (Medium),The Benchwarmers (2006) - Rating: 5.5
The Big Blue,1988,PG,2h 48min,Adventure; Drama; Sport;,19 August 1988,7.6,47005,162,https://www.imdb.com/title/tt0095250/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.6 (Medium),The Big Blue (1988) - Rating: 7.6
Bull Durham,1988,R,1h 48min,Comedy; Romance; Sport;,15 June 1988,7.1,46429,135,https://www.imdb.com/title/tt0094812/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.1 (Medium),Bull Durham (1988) - Rating: 7.1
The Fan,1996,R,1h 56min,Action; Drama; Sport;,16 August 1996,5.9,45246,103,https://www.imdb.com/title/tt0116277/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,5.9 (Medium),The Fan (1996) - Rating: 5.9
He Got Game,1998,R,2h 16min,Drama; Sport;,1 May 1998,6.9,43286,122,https://www.imdb.com/title/tt0124718/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.9 (Medium),He Got Game (1998) - Rating: 6.9
The Natural,1984,PG,2h 18min,Drama; Sport;,11 May 1984,7.5,42728,208,https://www.imdb.com/title/tt0087781/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.5 (Medium),The Natural (1984) - Rating: 7.5
Million Dollar Arm,2014,PG,2h 4min,Biography; Drama; Sport;,16 May 2014,7.0,42611,109,https://www.imdb.com/title/tt1647668/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.0 (Medium),Million Dollar Arm (2014) - Rating: 7.0
Two for the Money,2005,R,2h 2min,Crime; Drama; Sport;,7 October 2005,6.3,42585,148,https://www.imdb.com/title/tt0417217/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.3 (Medium),Two for the Money (2005) - Rating: 6.3
Glory Road,2006,PG,1h 58min,Biography; Drama; Sport;,13 January 2006,7.2,42010,154,https://www.imdb.com/title/tt0385726/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.2 (Medium),Glory Road (2006) - Rating: 7.2
Hoosiers,1986,PG,1h 54min,Drama; Sport;,27 February 1987,7.5,41815,150,https://www.imdb.com/title/tt0091217/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.5 (Medium),Hoosiers (1986) - Rating: 7.5
Balls of Fury,2007,PG-13,1h 30min,Comedy; Crime; Sport;,29 August 2007,5.3,40109,154,https://www.imdb.com/title/tt0424823/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,5.3 (Medium),Balls of Fury (2007) - Rating: 5.3
Driven,2001,PG-13,1h 56min,Action; Drama; Sport;,27 April 2001,4.6,38749,346,https://www.imdb.com/title/tt0132245/reviews/_ajax?ref_=undefined&paginationKey=,USA,Low,4.6 (Low),Driven (2001) - Rating: 4.6
Pawn Sacrifice,2014,PG-13,1h 55min,Biography; Drama; Sport;,25 September 2015,7.0,38338,121,https://www.imdb.com/title/tt1596345/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.0 (Medium),Pawn Sacrifice (2014) - Rating: 7.0
Radio,2003,PG,1h 49min,Biography; Drama; Sport;,24 October 2003,6.9,37537,202,https://www.imdb.com/title/tt0316465/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.9 (Medium),Radio (2003) - Rating: 6.9
Sultan,2016,Not Rated,2h 50min,Action; Drama; Sport;,6 July 2016,7.0,35954,156,https://www.imdb.com/title/tt4832640/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.0 (Medium),Sultan (2016) - Rating: 7.0
The Ringer,2005,PG-13,1h 34min,Comedy; Sport;,23 December 2005,5.8,34713,163,https://www.imdb.com/title/tt0267891/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,5.8 (Medium),The Ringer (2005) - Rating: 5.8
"McFarland, USA",2015,PG,2h 9min,Biography; Drama; Sport;,20 February 2015,7.4,34319,106,https://www.imdb.com/title/tt2097298/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.4 (Medium),"McFarland, USA (2015) - Rating: 7.4"
Slap Shot,1977,R,2h 3min,Comedy; Drama; Sport;,25 February 1977,7.3,33455,164,https://www.imdb.com/title/tt0076723/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Slap Shot (1977) - Rating: 7.3
M.S. Dhoni: The Untold Story,2016,Not Rated,3h 4min,Biography; Drama; Sport;,30 September 2016,7.7,32250,161,https://www.imdb.com/title/tt4169250/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),M.S. Dhoni: The Untold Story (2016) - Rating: 7.7
The Cannonball Run,1981,PG,1h 35min,Action; Comedy; Sport;,19 June 1981,6.3,32189,130,https://www.imdb.com/title/tt0082136/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.3 (Medium),The Cannonball Run (1981) - Rating: 6.3
The Rookie,2002,G,2h 7min,Drama; Sport;,29 March 2002,6.9,31474,176,https://www.imdb.com/title/tt0265662/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.9 (Medium),The Rookie (2002) - Rating: 6.9
For Love of the Game,1999,PG-13,2h 17min,Drama; Romance; Sport;,17 September 1999,6.6,30972,241,https://www.imdb.com/title/tt0126916/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.6 (Medium),For Love of the Game (1999) - Rating: 6.6
Blue Crush,2002,PG-13,1h 44min,Drama; Romance; Sport;,16 August 2002,5.6,29521,212,https://www.imdb.com/title/tt0300532/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,5.6 (Medium),Blue Crush (2002) - Rating: 5.6
The Football Factory,2004,R,1h 31min,Crime; Drama; Sport;,14 May 2004,6.8,28140,117,https://www.imdb.com/title/tt0385705/reviews/_ajax?ref_=undefined&paginationKey=,UK,Medium,6.8 (Medium),The Football Factory (2004) - Rating: 6.8
Hardball,2001,PG-13,1h 46min,Drama; Sport;,14 September 2001,6.4,27587,134,https://www.imdb.com/title/tt0180734/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.4 (Medium),Hardball (2001) - Rating: 6.4
The Greatest Game Ever Played,2005,PG,2h,Biography; Drama; Sport;,30 September 2005,7.4,27289,119,https://www.imdb.com/title/tt0388980/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.4 (Medium),The Greatest Game Ever Played (2005) - Rating: 7.4
Victory,1981,PG,1h 56min,Drama; Sport; War;,31 July 1981,6.7,26806,108,https://www.imdb.com/title/tt0083284/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.7 (Medium),Victory (1981) - Rating: 6.7
Peaceful Warrior,2006,PG-13,2h,Drama; Romance; Sport;,23 June 2006,7.3,26084,192,https://www.imdb.com/title/tt0438315/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Peaceful Warrior (2006) - Rating: 7.3
The Silence of the Lambs,1991,R,1h 58min,Crime; Drama; Thriller;,14 February 1991,8.6,1223466,1298,https://www.imdb.com/title/tt0102926/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.6 (High),The Silence of the Lambs (1991) - Rating: 8.6
The Departed,2006,R,2h 31min,Crime; Drama; Thriller;,6 October 2006,8.5,1150798,2313,https://www.imdb.com/title/tt0407887/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.5 (High),The Departed (2006) - Rating: 8.5
Kill Bill: Vol. 1,2003,R,1h 51min,Action; Crime; Thriller;,10 October 2003,8.1,970445,2272,https://www.imdb.com/title/tt0266697/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.1 (High),Kill Bill: Vol. 1 (2003) - Rating: 8.1
Reservoir Dogs,1992,R,1h 39min,Crime; Drama; Thriller;,2 September 1992,8.3,889969,1145,https://www.imdb.com/title/tt0105236/reviews/_ajax?ref_=undefined&paginationKey=,France,High,8.3 (High),Reservoir Dogs (1992) - Rating: 8.3
Gone Girl,2014,R,2h 29min,Drama; Mystery; Thriller;,3 October 2014,8.1,825453,1449,https://www.imdb.com/title/tt2267998/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.1 (High),Gone Girl (2014) - Rating: 8.1
No Country for Old Men,2007,R,2h 2min,Crime; Drama; Thriller;,21 November 2007,8.1,823139,1824,https://www.imdb.com/title/tt0477348/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.1 (High),No Country for Old Men (2007) - Rating: 8.1
Joker,2019,R,2h 2min,Crime; Drama; Thriller;,4 October 2019,8.5,822374,10279,https://www.imdb.com/title/tt7286456/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.5 (High),Joker (2019) - Rating: 8.5
Die Hard,1988,R,2h 12min,Action; Thriller;,20 July 1988,8.2,763305,912,https://www.imdb.com/title/tt0095016/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.2 (High),Die Hard (1988) - Rating: 8.2
Sin City,2005,R,2h 4min,Crime; Thriller;,1 April 2005,8.0,731421,1777,https://www.imdb.com/title/tt0401792/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.0 (High),Sin City (2005) - Rating: 8.0
